ID,f_1,f_2,f_3,Cluster
0,-394.8796296296296,0.05991666537037032,-0.009219542407407405,0
1,22.0,0.0007076235555555555,-8.628644444444446e-05,0
2,-28.75,0.0003876108333333332,-0.029209689166666667,0
3,-454.54545454545456,0.009425901363636364,-0.014018899999999999,0
4,15323.939393939394,0.24824239787878785,-1.4371820293939392,0
5,2.0,0.0014637379268292684,-1.0022073170731708e-05,0
6,-161.92660550458714,0.058092494311926604,-0.0005114474311926611,0
7,7790.075,2.3902085575000003,-0.011970665,0
8,39.206896551724135,0.005845455862068968,-0.0632284251724138,0
9,-111.94029850746269,0.009598663432835821,-0.03582308656716419,0
10,-174.8,0.010501788799999998,0.0023517888,0
11,-385.37931034482756,0.00417856172413793,0.257193121724138,0
12,742.7450980392157,0.057313232745097996,-0.791363193305322,0
13,178.57142857142858,0.010257766428571428,0.0043880621428571435,0
14,-0.13978494623655913,0.00472891623655914,-0.00390971376344086,0
15,273.26732673267327,0.06598335693069309,0.005819146930693067,0
16,760.2765957446809,0.06098770627659575,-0.007483399574468085,0
17,9.928571428571429,0.002376922142857143,0.0015766896428571434,0
18,5.0,0.006982168470588235,-1.7831529411764704e-05,0
19,0.0,0.00058148,1.03e-05,0
20,9.80952380952381,0.001947657619047619,0.0011530826190476193,0
21,9.795180722891565,0.0020400003614457836,0.0012417162650602406,0
22,9.902439024390244,0.001978540975609756,0.0011810101219512197,0
23,9.823529411764707,0.001963999764705883,0.001168273882352941,0
24,9.902439024390244,0.001751101341463415,0.0009589804878048774,0
25,17.24175824175824,0.0017519936263736256,0.0009653664835164834,0
26,11.701149425287356,0.001746330229885058,0.0009577425287356324,0
27,-67635.64383561644,1.4632223509589044,-0.626931291780822,0
28,20.725274725274726,0.0017785134065934065,0.0009879687912087915,0
29,19.74736842105263,0.0018051085263157901,0.001010700105263158,0
30,6390.476190476191,0.07106456166666668,-0.038906666904761904,0
31,-68307.69230769231,0.17715854673076922,0.36897020980769246,0
32,2.0,0.00041376081081081096,-9.179189189189186e-06,0
33,-3113.21875,0.11526759749999997,-0.8760798525000003,0
34,-205.15833333333333,0.03683598100000001,0.0036131169166666657,0
35,21683.673469387755,2.8475451442857147,2.9760601761224486,0
36,66.94117647058823,0.0016994023529411767,0.00014215529411764705,0
37,19.626373626373628,0.0022618604395604398,-0.0016381395604395605,0
38,8.0,0.0007567826136363636,-3.480738636363637e-05,0
39,1386.0824742268042,0.05554371680412373,0.006406824020618556,0
40,52.5,0.0033160419999999995,0.0022720789999999993,0
41,16233.550847457627,1.4383103498305088,0.34339298915254246,0
42,3877.695652173913,0.07830068532608694,0.001518735326086957,0
43,7611.875,0.15909987453125002,0.039886175625000006,0
44,-883.9459459459459,0.01871718891891892,-0.0013539302702702699,0
45,1020.2020202020202,0.08302126595959601,-0.5747998840404039,0
46,-1.0,0.0007946879999999998,1.4479999999999997e-06,0
47,25.0,0.002957703033707864,-7.942696629213483e-05,0
